0.031679
0.063358
0.095037
0.126716
0.158395
0.190074
0.221753
0.253432
0.285111
0.31679
0.348469
0.380148
0.411827
0.443506
0.475185
0.506864
0.538543
0.570222
0.601901
0.63358
0.665259
0.696938
0.728617
0.760296
0.791975
0.823654
0.855333
0.887012
0.918691
0.95037
0.982049
1.01373
1.04541
1.07709
1.10877
1.14044
1.17212
1.2038 .3001
1.23548 .2944
1.26716 .2888
1.29884 .28234
1.33052 .27522
1.3622 .27044
1.39388 .26570
1.42556 .26104
1.45723 .25381
1.48891 .24761
1.52059 .24224
1.55227 .23730
1.58395 .23184
1.61563 .22654
1.64731 .22193
1.67899 .21750
1.71067 .21204
1.74235 .20791
1.77402 .20248
1.8057 .19875
1.83738 .19576
1.86906 .19113
1.90074 .18569
1.93242 .18131
1.9641 .17698
1.99578 .17279
2.02746 .16879
2.05914 .16464
2.09081 .16084
2.12249 .15760
2.15417 .15316
2.18585 .14941
2.21753 .14649
2.24921 .14309
2.28089 .13931
2.31257 .13433
2.34425 .12943
2.37593 .12631
2.4076 .12371
2.43928 .11984
2.47096 .11593
2.50264 .1106
2.53432 .10788
2.566 .10425
2.59768 .10090
2.62936 .095164
2.66104 .091461
2.69272 .087163
2.72439 .083361
2.75607 .078312
2.78775 .074245
2.81943 .069486
2.85111 .064315
2.88279 .059645
2.91447 .054425
2.94615 .048845
2.97783 .043271
3.00951 .037257
3.04119 .031010
3.07286 .024348
3.10454 .016957
3.13622 .0089415
